date,pickup_limit,rent_limit,ratings_total,trips,request_limit,not_available,availability,return_limit,price_per_day,car_id,car_disabled
2019-03-16,0,0,41,48,0,0,none,0,24,218,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,48,1179,0
2019-03-16,0,0,20,23,0,1,"This car isn’t available",0,98,224,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,248,2217,0
2019-03-16,0,0,54,72,0,1,"This car isn’t available",0,99,241,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,20,1955,0
2019-03-16,0,0,5,8,0,1,"This car isn’t available",0,36,1224,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,49,2352,0
2019-03-16,0,0,10,15,0,0,none,0,100,1242,0
2019-03-16,0,0,25,26,0,1,"This car isn’t available",0,38,277,0
2019-03-16,0,0,36,39,0,1,"This car isn’t available",0,118,1248,0
2019-03-16,0,0,3,3,0,0,none,0,96,300,0
2019-03-16,0,0,26,28,0,1,"This car isn’t available",0,44,311,0
2019-03-16,0,0,13,15,0,1,"This car isn’t available",0,42,316,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,198,1285,0
2019-03-16,1,0,none,1,0,0,"The owner isn’t available for pickup or return from Mar 9 at 6:00 PM to Mar 31 at 12:00 AM",1,43,2324,0
2019-03-16,0,0,5,6,0,1,"This car isn’t available",0,27,1301,0
2019-03-16,1,0,5,7,0,0,"The owner is available for pickup from 3:00 PM to 10:00 PM on Sundays",0,30,339,0
2019-03-16,0,0,5,5,0,0,"The owner isn’t available for return on Saturdays",1,69,351,0
2019-03-16,0,0,18,25,0,1,"This car isn’t available",0,26,1327,0
2019-03-16,0,0,none,none,0,0,none,0,48,1992,0
2019-03-16,0,0,14,13,0,1,"This car isn’t available",0,65,2237,0
2019-03-16,0,0,36,47,0,1,"This car isn’t available",0,37,364,0
2019-03-16,0,0,13,18,0,0,none,0,108,386,0
2019-03-16,0,0,35,43,0,1,"This car isn’t available",0,73,395,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,42,407,0
2019-03-16,0,0,27,38,1,0,"This car must be requested at least 1 day in advance at this location",0,33,1385,0
2019-03-16,0,0,12,15,0,1,"This car isn’t available",0,46,2007,0
2019-03-16,0,0,5,6,0,1,"This car isn’t available",0,64,2019,0
2019-03-16,0,0,23,26,0,1,"This car isn’t available",0,52,2026,0
2019-03-16,0,0,78,79,0,0,none,0,82,442,0
2019-03-16,0,0,10,14,0,1,"This car isn’t available",0,39,1415,0
2019-03-16,0,0,6,13,0,1,"This car isn’t available",0,41,2243,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,145,2247,0
2019-03-16,0,0,16,15,0,1,"This car isn’t available",0,63,464,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 week in advance at this location",0,52,2250,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,84,494,0
2019-03-16,0,0,29,40,0,1,"This car isn’t available",0,30,1463,0
2019-03-16,0,0,12,11,0,1,"This car isn’t available",0,35,1470,0
2019-03-16,0,0,15,21,0,1,"This car isn’t available",0,28,2050,0
2019-03-16,0,0,31,39,0,1,"This car isn’t available",0,27,520,0
2019-03-16,0,0,9,10,0,1,"This car isn’t available",0,46,2262,0
2019-03-16,0,0,43,60,0,1,"This car isn’t available",0,35,530,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,87,2055,0
2019-03-16,0,0,3,7,0,1,"This car isn’t available",0,45,2060,0
2019-03-16,0,0,161,176,0,0,none,0,23,1532,0
2019-03-16,0,0,74,82,0,1,"This car isn’t available",0,28,1543,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,69,2070,0
2019-03-16,0,0,10,26,0,1,"This car isn’t available",0,43,578,0
2019-03-16,0,0,11,18,0,0,none,0,38,1566,0
2019-03-16,0,0,7,9,0,1,"This car isn’t available",0,78,586,0
2019-03-16,0,0,none,none,0,0,none,0,99,590,0
2019-03-16,0,0,22,25,0,0,none,0,49,1580,0
2019-03-16,1,0,28,39,0,0,"The owner is available for pickup from 4:00 PM to 10:00 PM on Sundays",0,39,2274,0
2019-03-16,0,0,10,11,0,1,"This car isn’t available",0,73,1612,0
2019-03-16,0,0,19,25,0,1,"This car isn’t available",0,32,628,0
2019-03-16,0,0,74,98,0,1,"This car isn’t available",0,199,1615,0
2019-03-16,0,0,45,61,0,1,"This car isn’t available",0,55,1644,0
2019-03-16,0,0,2,2,0,0,none,0,79,2094,0
2019-03-16,0,0,2,3,0,1,"This car isn’t available",0,39,656,0
2019-03-16,0,0,17,21,0,1,"This car isn’t available",0,34,659,0
2019-03-16,0,0,105,134,0,1,"This car isn’t available",0,34,2340,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,75,1681,0
2019-03-16,0,0,4,4,0,0,none,0,89,679,0
2019-03-16,0,0,130,159,0,1,"This car isn’t available",0,36,1692,0
2019-03-16,0,0,5,6,0,0,none,0,65,718,0
2019-03-16,0,0,13,14,0,0,none,0,30,1712,0
2019-03-16,0,0,58,80,0,0,none,0,51,1739,0
2019-03-16,0,0,none,1,1,0,"This car must be requested at least 1 day in advance at this location",0,106,1744,0
2019-03-16,0,0,7,7,0,0,"This vehicle has been disabled by the owner",0,89,1750,1
2019-03-16,0,0,26,27,0,1,"This car isn’t available",0,76,729,0
2019-03-16,0,0,33,36,0,0,none,0,46,766,0
2019-03-16,0,0,none,1,1,0,"This car must be requested at least 1 day in advance at this location",0,89,741,0
2019-03-16,0,0,none,none,0,0,none,0,47,758,0
2019-03-16,0,0,36,48,0,1,"This car isn’t available",0,35,1795,0
2019-03-16,0,0,5,6,0,1,"This car isn’t available",0,50,2304,0
2019-03-16,0,0,2,2,0,0,none,0,59,1815,0
2019-03-16,0,0,14,19,0,1,"This car isn’t available",0,37,1700,0
2019-03-16,0,0,20,21,0,1,"This car isn’t available",0,44,1696,0
2019-03-13,0,0,23,26,0,1,"This car isn’t available",0,166,11,0
2019-03-13,0,0,7,7,0,0,none,0,128,790,0
2019-03-13,0,0,none,1,1,0,"This car must be requested at least 2 days in advance at this location",0,79,809,0
2019-03-13,0,0,16,22,0,1,"This car isn’t available",0,27,821,0
2019-03-13,0,0,15,16,0,1,"This car isn’t available",0,32,848,0
2019-03-13,0,0,36,45,0,1,"This car isn’t available",0,113,871,0
2019-03-13,0,0,9,10,0,1,"This car isn’t available",0,37,893,0
2019-03-13,0,0,21,21,0,1,"This car isn’t available",0,44,868,0
2019-03-13,0,0,24,31,0,1,"This car isn’t available",0,55,924,0
2019-03-13,0,0,19,21,0,1,"This car isn’t available",0,159,28,0
2019-03-13,0,0,none,87,0,1,"This car isn’t available",0,55,35,0
2019-03-13,0,0,36,38,0,1,"This car isn’t available",0,32,59,0
2019-03-13,0,0,25,32,0,0,none,0,49,954,0
2019-03-13,0,0,93,130,0,1,"This car isn’t available",0,65,976,0
2019-03-13,0,0,96,121,0,1,"This car isn’t available",0,46,986,0
2019-03-13,0,0,27,32,0,0,"This vehicle has been disabled by the owner",0,372,990,1
2019-03-13,0,0,30,29,0,1,"This car isn’t available",0,50,1003,0
2019-03-13,0,0,38,43,0,1,"This car isn’t available",0,28,117,0
2019-03-13,0,0,16,29,0,1,"This car isn’t available",0,33,125,0
2019-03-13,0,0,14,28,0,0,none,0,45,140,0
2019-03-13,0,0,132,165,0,1,"This car isn’t available",0,43,1044,0
2019-03-13,0,0,51,74,0,1,"This car isn’t available",0,49,1063,0
2019-03-13,0,0,20,20,0,1,"This car isn’t available",0,37,1082,0
2019-03-13,0,0,22,35,0,0,none,0,59,164,0
2019-03-13,0,0,16,19,0,1,"This car isn’t available",0,70,1096,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,45,1103,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,24,1140,0
2019-03-13,0,0,25,30,0,1,"This car isn’t available",0,76,193,0
2019-03-13,0,0,7,10,0,1,"This car isn’t available",0,37,203,0
2019-03-13,0,0,35,39,0,1,"This car isn’t available",0,42,208,0
2019-03-13,0,0,20,22,0,0,none,0,39,217,0
2019-03-13,0,0,16,18,0,0,none,0,60,1177,0
2019-03-13,0,0,9,8,0,0,"This vehicle has been disabled by the owner",0,90,1190,1
2019-03-13,0,0,7,8,0,0,none,0,74,244,0
2019-03-13,0,0,48,62,0,1,"This car isn’t available",0,45,1216,0
2019-03-13,0,0,2,2,0,0,none,0,124,1231,0
2019-03-13,0,0,38,43,0,1,"This car isn’t available",0,131,263,0
2019-03-13,0,0,7,10,1,0,"This car must be requested at least 1 day in advance at this location",0,69,281,0
2019-03-13,0,0,3,3,0,0,none,0,64,1257,0
2019-03-13,0,0,none,none,0,0,none,0,70,1266,0
2019-03-13,0,0,120,143,0,1,"This car isn’t available",0,29,309,0
2019-03-13,1,0,104,120,0,0,"The owner isn’t available for pickup or return from Mar 20 at 8:00 AM to Mar 20 at 11:00 AM",1,180,323,0
2019-03-13,0,0,22,32,0,1,"This car isn’t available",0,27,1295,0
2019-03-13,0,0,8,10,0,1,"This car isn’t available",0,15,1305,0
2019-03-13,0,0,38,44,0,0,none,0,83,1328,0
2019-03-13,0,0,34,43,0,1,"This car isn’t available",0,39,354,0
2019-03-13,0,0,108,113,0,0,none,0,82,1349,0
2019-03-13,1,0,111,136,0,0,"The owner isn’t available for pickup or return from Mar 20 at 1:30 AM to Mar 20 at 5:30 PM",1,26,362,0
2019-03-13,0,0,23,28,0,1,"This car isn’t available",0,40,371,0
2019-03-13,0,0,28,30,0,1,"This car isn’t available",0,39,1369,0
2019-03-13,0,0,57,70,0,1,"This car isn’t available",0,32,1377,0
2019-03-13,0,0,32,50,0,0,none,0,33,410,0
2019-03-13,0,0,77,78,0,1,"This car isn’t available",0,82,442,0
2019-03-13,0,0,22,29,0,0,none,0,39,422,0
2019-03-13,0,0,96,108,0,1,"This car isn’t available",0,20,451,0
2019-03-13,0,0,44,51,0,1,"This car isn’t available",0,29,463,0
2019-03-13,0,0,3,4,0,1,"This car isn’t available",0,45,1436,0
2019-03-13,0,0,29,31,0,1,"This car isn’t available",0,133,1443,0
2019-03-13,0,0,124,178,0,1,"This car isn’t available",0,39,1486,0
2019-03-13,0,0,29,39,0,1,"This car isn’t available",0,27,520,0
2019-03-13,0,0,33,37,0,1,"This car isn’t available",0,38,1502,0
2019-03-13,0,0,37,39,0,1,"This car isn’t available",0,39,534,0
2019-03-13,0,0,13,13,0,0,none,0,98,551,0
2019-03-13,0,0,11,13,0,1,"This car isn’t available",0,43,1529,0
2019-03-13,0,0,56,66,0,0,none,0,50,564,0
2019-03-13,0,0,none,7,0,1,"This car isn’t available",0,45,577,0
2019-03-13,0,0,99,124,0,0,none,0,28,1570,0
2019-03-13,0,0,40,52,0,1,"This car isn’t available",0,34,598,0
2019-03-13,0,0,21,22,0,1,"This car isn’t available",0,35,594,0
2019-03-13,1,0,6,7,0,0,"The owner isn’t available for pickup or return from Mar 13 at 8:00 PM to Mar 17 at 8:00 PM",1,199,1605,0
2019-03-13,0,0,56,58,0,1,"This car isn’t available",0,65,614,0
2019-03-13,0,0,26,37,0,0,none,0,85,1633,0
2019-03-13,0,0,33,35,0,1,"This car isn’t available",0,68,1617,0
2019-03-13,0,0,37,39,0,1,"This car isn’t available",0,160,1654,0
2019-03-13,0,0,2,3,0,1,"This car isn’t available",0,27,652,0
2019-03-13,0,0,none,1,0,0,none,0,40,1663,0
2019-03-13,0,0,2,2,0,1,"This car isn’t available",0,73,672,0
2019-03-13,0,0,40,41,0,1,"This car isn’t available",0,73,676,0
2019-03-13,0,0,14,15,0,0,none,0,128,1703,0
2019-03-13,1,0,53,67,0,0,"The owner isn’t available for pickup or return from Mar 20 at 1:30 AM to Mar 20 at 5:30 PM",1,29,699,0
2019-03-13,0,0,none,none,1,0,"This car must be requested at least 2 days in advance at this location",0,90,721,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,99,1716,0
2019-03-13,0,0,145,249,0,1,"This car isn’t available",0,47,1748,0
2019-03-13,0,0,none,1,0,1,"This car isn’t available",0,58,1767,0
2019-03-13,0,0,32,38,0,1,"This car isn’t available",0,33,746,0
2019-03-13,0,0,13,13,0,0,none,0,39,767,0
2019-03-13,0,0,33,42,0,1,"This car isn’t available",0,67,744,0
2019-03-13,0,0,31,34,0,0,"This vehicle has been disabled by the owner",0,138,1787,1
2019-03-13,0,0,68,77,0,1,"This car isn’t available",0,80,1803,0
2019-03-13,0,0,113,149,0,1,"This car isn’t available",0,44,479,0
2019-03-13,0,0,11,14,0,1,"This car isn’t available",0,48,485,0
2019-03-16,0,0,42,58,0,1,"This car isn’t available",0,43,792,0
2019-03-16,0,0,109,130,0,0,none,0,87,6,0
2019-03-16,0,0,4,3,0,1,"This car isn’t available",0,140,2170,0
2019-03-16,0,0,47,51,0,1,"This car isn’t available",0,79,19,0
2019-03-16,0,0,19,21,0,0,none,0,500,812,0
2019-03-16,0,0,16,17,0,1,"This car isn’t available",0,80,849,0
2019-03-16,0,0,none,none,0,0,none,0,95,835,0
2019-03-16,0,0,12,14,0,1,"This car isn’t available",0,41,881,0
2019-03-16,1,0,2,2,0,0,"The owner isn’t available for pickup or return from Mar 13 at 10:00 AM to Mar 17 at 10:00 PM",1,47,864,0
2019-03-16,0,0,44,49,0,1,"This car isn’t available",0,65,1857,0
2019-03-16,0,0,53,63,0,1,"This car isn’t available",0,49,907,0
2019-03-16,0,0,37,47,0,1,"This car isn’t available",0,33,2178,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,99,1863,0
2019-03-16,0,0,29,30,0,0,none,0,82,944,0
2019-03-16,0,0,55,62,0,1,"This car isn’t available",0,55,66,0
2019-03-16,0,0,21,30,0,1,"This car isn’t available",0,50,978,0
2019-03-16,0,0,51,58,0,1,"This car isn’t available",0,27,73,0
2019-03-16,0,0,2,3,1,0,"This car must be requested at least 2 days in advance at this location",0,58,962,0
2019-03-16,0,0,62,83,0,1,"This car isn’t available",0,39,87,0
2019-03-16,0,0,98,105,0,1,"This car isn’t available",0,65,992,0
2019-03-16,0,0,26,44,0,1,"This car isn’t available",0,89,1014,0
2019-03-16,0,0,36,33,0,1,"This car isn’t available",0,57,106,0
2019-03-16,0,0,37,51,0,1,"This car isn’t available",0,47,113,0
2019-03-16,0,0,105,139,0,1,"This car isn’t available",0,26,136,0
2019-03-16,0,0,40,51,0,1,"This car isn’t available",0,51,142,0
2019-03-16,0,0,74,92,0,1,"This car isn’t available",0,159,1054,0
2019-03-16,0,0,7,8,0,1,"This car isn’t available",0,46,1905,0
2019-03-16,0,0,8,11,0,0,"This vehicle has been disabled by the owner",0,37,1078,1
2019-03-16,0,0,7,8,0,1,"This car isn’t available",0,46,1908,0
2019-03-16,0,0,17,24,0,0,none,0,36,155,0
2019-03-16,0,0,none,2,0,1,"This car isn’t available",0,32,159,0
2019-03-16,0,0,2,1,0,1,"This car isn’t available",0,38,1101,0
2019-03-16,0,0,66,77,0,1,"This car isn’t available",0,99,1114,0
2019-03-16,0,0,56,80,0,1,"This car isn’t available",0,39,1126,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,24,1140,0
2019-03-16,0,0,44,47,0,1,"This car isn’t available",0,59,202,0
2019-03-16,0,0,11,12,0,0,none,0,139,1161,0
2019-03-16,0,0,59,64,0,0,"This vehicle has been disabled by the owner",0,93,1148,1
2019-03-16,0,0,40,51,0,1,"This car isn’t available",0,28,212,0
2019-03-16,0,0,20,34,0,1,"This car isn’t available",0,43,223,0
2019-03-16,0,0,9,16,0,1,"This car isn’t available",0,46,2213,0
2019-03-16,0,0,none,none,0,0,none,0,70,1195,0
2019-03-16,0,0,32,35,0,1,"This car isn’t available",0,59,239,0
2019-03-16,0,0,15,16,0,1,"This car isn’t available",0,55,1956,0
2019-03-16,0,0,20,24,0,0,none,0,52,1958,0
2019-03-16,0,0,79,107,0,0,none,0,128,1241,0
2019-03-16,0,0,38,43,0,1,"This car isn’t available",0,131,263,0
2019-03-16,0,0,3,3,0,0,none,0,58,280,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,39,1255,0
2019-03-16,0,0,23,31,0,0,"This vehicle has been disabled by the owner",0,30,1264,1
2019-03-16,0,0,51,53,0,1,"This car isn’t available",0,65,315,0
2019-03-16,0,0,26,38,0,0,none,0,42,320,0
2019-03-16,0,0,62,70,0,0,none,0,350,324,0
2019-03-16,0,0,6,8,0,0,none,0,41,328,0
2019-03-16,0,0,63,78,0,1,"This car isn’t available",0,89,336,0
2019-03-16,0,0,59,69,0,1,"This car isn’t available",0,25,350,0
2019-03-16,0,0,3,3,0,0,none,0,60,1314,0
2019-03-16,0,0,13,15,0,1,"This car isn’t available",0,119,1351,0
2019-03-16,0,0,none,6,0,1,"This car isn’t available",0,25,1331,0
2019-03-16,0,0,47,52,0,1,"This car isn’t available",0,69,387,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,133,1357,0
2019-03-16,0,0,11,11,0,1,"This car isn’t available",0,40,1360,0
2019-03-16,0,0,20,21,0,1,"This car isn’t available",0,24,1375,0
2019-03-16,0,0,32,51,0,1,"This car isn’t available",0,41,399,0
2019-03-16,0,0,43,46,0,0,none,0,63,1391,0
2019-03-16,0,0,18,21,0,0,none,0,158,415,0
2019-03-16,0,0,10,11,1,0,"This car must be requested at least 1 day in advance at this location",0,65,2021,0
2019-03-16,0,0,33,37,0,1,"This car isn’t available",0,46,1409,0
2019-03-16,0,0,22,25,0,1,"This car isn’t available",0,41,1423,0
2019-03-16,0,0,5,7,0,1,"This car isn’t available",0,39,1437,0
2019-03-16,0,0,15,17,0,1,"This car isn’t available",0,30,1441,0
2019-03-16,0,0,10,11,0,0,none,0,43,2246,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,117,2039,0
2019-03-16,0,0,38,44,0,0,none,0,40,1453,0
2019-03-16,0,0,51,80,0,1,"This car isn’t available",0,44,1480,0
2019-03-16,0,0,24,24,0,1,"This car isn’t available",0,108,1464,0
2019-03-16,0,0,48,50,0,1,"This car isn’t available",0,57,2254,0
2019-03-16,0,0,3,3,0,0,none,0,59,522,0
2019-03-16,0,0,none,none,0,0,none,0,198,2259,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,179,2057,0
2019-03-16,0,0,6,6,0,1,"This car isn’t available",0,49,554,0
2019-03-16,0,0,4,6,0,1,"This car isn’t available",0,37,1540,0
2019-03-16,0,0,24,26,0,1,"This car isn’t available",0,45,1524,0
2019-03-16,0,0,11,13,0,1,"This car isn’t available",0,159,1544,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,69,2070,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,44,579,0
2019-03-16,0,0,28,31,0,1,"This car isn’t available",0,52,2073,0
2019-03-16,0,0,2,2,0,0,none,0,132,599,0
2019-03-16,0,0,162,214,0,1,"This car isn’t available",0,61,608,0
2019-03-16,0,0,4,6,0,0,none,0,33,1589,0
2019-03-16,0,0,9,10,0,0,none,0,119,2277,0
2019-03-16,0,0,10,11,0,0,none,0,76,1612,0
2019-03-16,0,0,11,18,0,1,"This car isn’t available",0,50,1614,0
2019-03-16,0,0,25,32,0,0,none,0,89,1625,0
2019-03-16,0,0,24,24,0,1,"This car isn’t available",0,44,1636,0
2019-03-16,0,0,13,14,0,1,"This car isn’t available",0,45,2096,0
2019-03-16,0,0,79,91,0,1,"This car isn’t available",0,24,666,0
2019-03-16,1,0,11,14,0,0,"The owner isn’t available for pickup or return from Mar 10 at 12:00 PM to Mar 19 at 7:00 AM",1,79,1659,0
2019-03-16,0,0,29,38,0,1,"This car isn’t available",0,31,2112,0
2019-03-16,0,0,19,21,0,1,"This car isn’t available",0,40,677,0
2019-03-16,0,0,79,96,0,1,"This car isn’t available",0,45,2288,0
2019-03-16,0,0,2,2,1,0,"This car must be requested at least 1 day in advance at this location",0,60,1708,0
2019-03-16,0,0,58,71,0,1,"This car isn’t available",0,70,1718,0
2019-03-16,0,0,4,4,0,1,"This car isn’t available",0,27,1724,0
2019-03-16,1,0,23,27,0,0,"The owner is available for pickup from 11:00 AM to 6:00 PM on Sundays",0,32,2139,0
2019-03-16,0,0,46,44,0,0,none,0,32,1770,0
2019-03-16,0,0,11,13,0,1,"This car isn’t available",0,124,1775,0
2019-03-16,0,0,153,217,0,1,"This car isn’t available",0,28,731,0
2019-03-16,0,0,39,44,0,1,"This car isn’t available",0,29,1782,0
2019-03-16,1,0,2,1,0,0,"The owner isn’t available for pickup or return from Mar 13 at 2:00 AM to May 31 at 12:00 AM",1,24,756,0
2019-03-16,0,0,6,12,0,1,"This car isn’t available",0,35,2301,0
2019-03-16,0,0,68,77,0,1,"This car isn’t available",0,80,1803,0
2019-03-16,0,0,51,65,0,0,none,0,50,1816,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,27,700,0
2019-03-16,0,0,20,24,0,1,"This car isn’t available",0,35,704,0
2019-03-16,0,0,21,28,0,1,"This car isn’t available",0,68,782,0
2019-03-16,0,0,56,66,0,1,"This car isn’t available",0,30,785,0
2019-03-16,0,0,8,10,0,1,"This car isn’t available",0,66,13,0
2019-03-16,0,0,58,66,0,1,"This car isn’t available",0,67,2175,0
2019-03-16,0,0,19,21,0,0,none,0,500,812,0
2019-03-16,0,0,18,18,0,1,"This car isn’t available",0,57,850,0
2019-03-16,0,0,88,92,0,1,"This car isn’t available",0,33,833,0
2019-03-16,1,0,41,54,0,0,"The owner is available for pickup from 4:00 PM to 10:00 PM on Sundays",0,27,1851,0
2019-03-16,0,0,50,57,0,0,none,0,33,872,0
2019-03-16,0,0,102,136,0,1,"This car isn’t available",0,99,903,0
2019-03-16,0,0,7,11,0,1,"This car isn’t available",0,59,1858,0
2019-03-16,0,0,12,12,0,0,none,0,55,921,0
2019-03-16,0,0,27,29,0,1,"This car isn’t available",0,49,39,0
2019-03-16,0,0,84,87,0,1,"This car isn’t available",0,55,35,0
2019-03-16,0,0,88,100,0,1,"This car isn’t available",0,48,58,0
2019-03-16,0,0,11,13,0,0,none,0,60,68,0
2019-03-16,0,0,none,none,0,0,none,0,57,1872,0
2019-03-16,0,0,none,none,0,0,none,0,32,975,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 2 days in advance at this location",0,37,82,0
2019-03-16,0,0,11,12,0,1,"This car isn’t available",0,33,93,0
2019-03-16,0,0,8,8,0,0,none,0,89,2189,0
2019-03-16,0,0,68,74,0,1,"This car isn’t available",0,50,1007,0
2019-03-16,0,0,9,13,0,1,"This car isn’t available",0,28,2312,0
2019-03-16,0,0,15,16,0,1,"This car isn’t available",0,61,1891,0
2019-03-16,0,0,7,9,0,0,none,0,60,139,0
2019-03-16,1,0,15,17,0,0,"The owner is available for pickup from 12:00 PM to 10:00 PM on Sundays",0,39,1025,0
2019-03-16,0,0,4,4,0,1,"This car isn’t available",0,20,1039,0
2019-03-16,0,0,7,8,0,1,"This car isn’t available",0,46,1905,0
2019-03-16,0,0,39,37,0,1,"This car isn’t available",0,47,1083,0
2019-03-16,0,0,58,89,0,1,"This car isn’t available",0,46,145,0
2019-03-16,0,0,96,109,0,1,"This car isn’t available",0,119,152,0
2019-03-16,0,0,9,10,0,0,none,0,97,160,0
2019-03-16,0,0,43,49,0,0,none,0,49,175,0
2019-03-16,0,0,38,45,0,1,"This car isn’t available",0,45,1110,0
2019-03-16,0,0,10,12,0,1,"This car isn’t available",0,55,1120,0
2019-03-16,0,0,39,53,0,1,"This car isn’t available",0,39,189,0
2019-03-16,0,0,44,47,0,1,"This car isn’t available",0,59,202,0
2019-03-16,0,0,11,11,0,1,"This car isn’t available",0,85,1937,0
2019-03-16,0,0,4,4,0,0,"The owner is available for return from 3:30 PM to 7:00 PM on Saturdays",1,62,1159,0
2019-03-16,1,0,18,18,0,0,"The owner is available for pickup from 5:00 AM to 7:30 AM and 3:30 PM to 8:30 PM on Sundays",0,58,1170,0
2019-03-16,0,0,27,41,0,1,"This car isn’t available",0,31,1180,0
2019-03-16,0,0,12,12,0,1,"This car isn’t available",0,41,1196,0
2019-03-16,0,0,49,54,0,0,none,0,65,229,0
2019-03-16,1,0,none,1,0,0,"The owner is available for pickup from 11:00 AM to 5:00 PM on Sundays",0,34,1951,0
2019-03-16,0,0,21,37,0,1,"This car isn’t available",0,35,1218,0
2019-03-16,0,0,7,7,0,0,none,0,45,1225,0
2019-03-16,0,0,23,30,0,1,"This car isn’t available",0,93,1234,0
2019-03-16,0,0,85,95,0,1,"This car isn’t available",0,29,270,0
2019-03-16,0,0,36,36,0,1,"This car isn’t available",0,69,1246,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,34,2223,0
2019-03-16,0,0,6,5,0,0,none,0,59,301,0
2019-03-16,0,0,none,none,0,0,none,0,66,1266,0
2019-03-16,0,0,25,29,0,1,"This car isn’t available",0,48,1277,0
2019-03-16,0,0,30,46,0,1,"This car isn’t available",0,52,1286,0
2019-03-16,1,0,6,8,0,0,"The owner is available for pickup from 3:00 PM to 10:00 PM on Sundays",0,41,328,0
2019-03-16,0,0,128,165,0,1,"This car isn’t available",0,39,1302,0
2019-03-16,0,0,17,19,0,1,"This car isn’t available",0,56,1309,0
2019-03-16,0,0,7,8,0,1,"This car isn’t available",0,88,2327,0
2019-03-16,0,0,21,30,0,1,"This car isn’t available",0,87,1989,0
2019-03-16,0,0,23,31,0,1,"This car isn’t available",0,30,1337,0
2019-03-16,0,1,6,9,0,0,"This car must be rented for at least 1 week.",0,200,2238,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,89,1997,0
2019-03-16,0,0,48,65,0,1,"This car isn’t available",0,39,374,0
2019-03-16,0,0,12,12,0,1,"This car isn’t available",0,24,381,0
2019-03-16,0,0,15,20,0,1,"This car isn’t available",0,20,408,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,35,1373,0
2019-03-16,0,0,9,13,0,0,none,0,59,1390,0
2019-03-16,0,0,71,75,0,1,"This car isn’t available",0,46,413,0
2019-03-16,0,0,43,46,0,1,"This car isn’t available",0,102,432,0
2019-03-16,0,0,59,61,0,0,none,0,65,424,0
2019-03-16,0,0,22,25,0,1,"This car isn’t available",0,41,1423,0
2019-03-16,0,0,29,48,0,1,"This car isn’t available",0,50,448,0
2019-03-16,0,0,25,37,0,0,none,0,28,1440,0
2019-03-16,0,0,5,5,0,0,none,0,129,2037,0
2019-03-16,0,0,41,61,0,0,none,0,31,487,0
2019-03-16,0,0,32,33,0,0,none,0,40,2043,0
2019-03-16,0,0,7,12,0,0,none,0,68,498,0
2019-03-16,0,0,25,31,0,1,"This car isn’t available",0,94,1473,0
2019-03-16,0,0,4,5,0,1,"This car isn’t available",0,32,1491,0
2019-03-16,0,0,none,1,0,0,none,0,75,509,0
2019-03-16,0,0,76,83,0,1,"This car isn’t available",0,185,1496,0
2019-03-16,0,0,11,14,0,0,none,0,49,2260,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,64,2056,0
2019-03-16,0,0,11,13,0,1,"This car isn’t available",0,45,1529,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,68,1518,0
2019-03-16,0,0,11,13,0,1,"This car isn’t available",0,159,1544,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,38,1549,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,44,579,0
2019-03-16,0,0,41,49,0,1,"This car isn’t available",0,35,2271,0
2019-03-16,0,0,29,28,0,1,"This car isn’t available",0,52,596,0
2019-03-16,0,0,84,87,0,1,"This car isn’t available",0,49,611,0
2019-03-16,0,0,17,23,0,1,"This car isn’t available",0,45,1581,0
2019-03-16,0,0,27,30,0,1,"This car isn’t available",0,149,615,0
