insurance,car_year,city,description,zip_code,trim,star_rating,gas,guidelines,model,state,add_delivery_cost,car_id,make,mpg,n_of_seats,delivery_cost_airport,vehicle_type,distance_included,n_of_doors,host_id,add_delivery_info,delivery_airport,car_page_url,business_class
"Liberty Mutual",2008,capitol-heights,"Black Mazda 3,. A non smoking car. She is available for instantly booking at the car location.  0kay in gas . Don’t miss this reliable car for the best prices from 2018 Turo Washington DC top 5 ?? rated host.",20743,none,4.0,"Gas (Regular)","['Note this is a no-smoking or eating/drinking car, a cleaning fee might be assessed. No pets allowed.']",3,md,60,1440,mazda,28,5,"['$100', '$60', '$100']",cars,750,4,257,"Up to 25 miles","['Washington Dulles International Airport', 'Washington Reagan National Airport', 'Baltimore/Washington International Thurgood Marshall Airport']","https://turo.com/rentals/cars/md/capitol-heights/mazda-3/400885",0
"Liberty Mutual",2018,los-angeles,"????SHORT TERM - LONG TERM - LAST MINUTE RENTALS ARE WELCOME????

????NO SMOKING, NO FOOD/BEVERAGES, &amp; NO PETS???? FEE WILL BE APPLIED IF ANY 

????You will receive the vehicle with a full tank of gas and should be returned with a full tank. Vehicle must be returned in the same condition it was received! My cars are always clean inside &amp; out. PLEASE DO NOT BE LATE ON RETURNING THE VEHICLE, I HAVE BACK TO BACK RENTALS (A LATE FEE WILL BE CHARGED)????

2015 Chevy Camaro RS 
Vehicle is Equipped with..
- Navigation
- Bluetooth 
- Back up Camera 
- Heated Seats
- Am/Fm Stereo
- 9 Speakers
- MP3 Decoder
- Backup Sensors 
- Leather Seats
- And More

If this car isn’t available please feel free to check out my other cars by scrolling down and clicking on my profile picture it should direct you to the cars I have listed. 

??Convertibles??
- 2016 Ford Mustang
- 2015 Chevy Camaro 

??SUVs??
- 2015 Mercedes Benz G550 (One of a kind G-class)
- 2018 Chevy Equinox
- 2018 Toyota C-HR

??Sedans??
- 2009 Mercedes Benz S550
- 2017 Chevy Cruze
- 2016 Toyota Prius Hybrid 

??Pick-up Truck??
- 2007 Chevy Silverado 4 Door 



First time using Turo? Click to get $25 off your first trip. 
https://turo.com/referral?code=900502rWkH8Z

Renting my car is simple:

1) Create a Turo account.
2) Upload your driver's license and get pre-approved to rent.
3) Once you get the pre-approval notification, make a request to rent my car.
4) I will approve your request and the car is yours!
5) If you'd like to add a friend as a driver for the trip all you need to do is have them sign up for a Turo account, get approved as a driver and then email support@turo.com to let them know.",91605,none,5.0,"Gas (Regular)",none,camaro,ca,120,1460,chevrolet,none,4,"['$120', '$120']",cars,1250,2,143,"Up to 15 miles","['Los Angeles International Airport', 'Bob Hope Airport']","https://turo.com/rentals/cars/ca/los-angeles/chevrolet-camaro/161950",1
"Liberty Mutual",2015,inglewood,"UNLIMITED MILEAGE 

SHORT TERM - LONG TERM - LAST MINUTES ARE WELCOME 

WE CAN PICK YOU UP AND DROP YOU OFF AT LAX AIRPORT

PLEASE CONTACT US IF YOU HAVE ANY QUESTIONS 

NON-SMOKING/NO PETS

NOTE: Change of address after car was booked will be declined. Delivery service must be chosen before trip is booked and must be approved by owner. Not all areas and dates are available for delivery services.",90301,none,5.0,"Gas (Premium)",none,a3,ca,100,1480,audi,22,5,[],cars,none,4,93,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/audi-a3/284149",0
"Liberty Mutual",2017,irving,"!!GET $25 OFF!!  

We are renting out our meticulously maintained and extremely reliable Toyota Corolla. The car is in excellent shape and looking to serve potential guests in the DFW area.

Willing to do Long-term Rentals at very low cost. Will also do daily or weekly extensions so you wont have to pay all at once!!! Just book the car, and message us to let us know and we'll block off the calendar for you!

Many extras available:
- Portable GPS
- Wifi Hotspot
- Stroller
- Car seat

Available toll tag will allow you to access any toll road when needed applying discounted rate.

!!GET $25 OFF!! 

When you visit the following URL by copy-pasting to a web browser to sign-up for the first time and book. 
https://turo.com/c/wasifk1",75062,LE,4.5,"Gas (Regular)","[""Willing to do Long-term Rentals at very low cost. Will also do daily or weekly extensions so you wont have to pay all at once!!! Just book the car, and message us to let us know and we'll block off the calendar for you!We aim to make sure that our renters have everything they need on a timely basis. We also give out a GPS and have available toddler seats and a stroller. Just let us know if you need it. And thank you for renting from us! And please, no smoking!""]",corolla,tx,0,1500,toyota,30,5,"['$40', '$120']",cars,none,4,220,"Up to 5 miles","['Dallas/Fort Worth International Airport', 'Dallas Love Field']","https://turo.com/rentals/cars/tx/irving/toyota-corolla/459291",0
"Liberty Mutual",2010,los-angeles,"?  We are The Preferred choice for 1st-time Turo renters
As testified by our growing clientele!

?  $25 Off - your first trip by Turo!  
www.UmbrellaBlackFleet.com/booking

?  Our Turo story:  
www.UmbrellaBlackFleet.com
Book with confidence - check our ratings and response time!  


Hello fellow enthusiast!
Looking for Porsches, Nissan GT-R or alike?
Please visit our Turo garages at:        
?? www.UmbrellaBlackFleet.com/booking 



***Roadsterrr!  Very classy, very luxurious… and has paddle shifters!  Puppy is turbo, what more can you ask for?!  Perfect SoCal convertible!  

Press a button, top goes down.  Another button, wind-screen goes up.  Another button, spoiler goes up!   

Premium Alcantara leather and suede package, HID headlights, sport power heated seats, heated mirrors, interior active charcoal air filter, telescopic steering,  9 speaker Audi Symphony sound system, auto dimming rear mirror, electronic brake assist, vehicle stability control, traction control, Inline engine, Tiptronic, on and on…nothing but true Audi luxury!  

***Please note this car requires 91 octane fuel for her diet in order to maintain her beautiful physique and performance =)

*Like all convertibles, please let the roof dry before putting it down to avoid rusting, as well as activate only after the engine is running to prevent any malfunctions thank you for your consideration!

Trunk dimensions- 39”L x 39”W x 12”H

Portable GPS available upon request.


***We treat each and everyone of our clients like VIP. As we ourselves used to travel for work, we understand and value your important schedule. One of us will always be available for any of your comfort needs, so we can make sure you get the ultimate experience.  We understand reliability and so we choose to keep our cars maintained professionally. Just ask for Cristian or Ernest! Thank you for L@@KING!!! ...and lets DRIVE!


______________________________________
24/7 pickup and return at 1 Gateway location.  There is a one time 2 to 8 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up.  It’s like going halfsies!  

24/7 pickup and return at ONT/SNA/LGB/BUR airports.  There is a one time 11 to 20 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like going “Dutch”!

LAX Turo Valet pick up within the open business hours of 6am-10pm.  Your Uber/Lyft/Taxi will also be reimbursed during open business hours by your Turo Valet Attendant from LAX to the Turo Valet Lot and vice versa, no worries! For after hours (10pm-6am) we can accommodate you with a one time 8 to 19 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like a pick up and a drop off convenience for the price of 1! 

A quick note for last minute renters who love to live on the edge!  Please note that the 1hr advance notice requirement at LAX applies to reservation trip times starting between 6am-10pm.  Any trips requiring after hours pick up will need to provide us with a 12hr notice.  All delivery fees will be waived once we perfect our instant teleportation devices, but rest assured we’re working on it! 

In the meantime, this gives you a great option to pick up the car at any time even after hours and allows us to give you our great prices!

24/7 FREE pickups at Walnut, Ca.  91789

3% of our annual net proceeds are donated to St. Jude’s Children’s Hospital, Animal Welfare Institute, and WesternU College of Graduate Nursing Fund to give a little something back =)",90012,2.0T,5.0,"Gas (Premium)",none,tt,ca,95,1520,audi,none,2,"['$20']",cars,none,2,300,"Up to 25 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/los-angeles/audi-tt/120604",0
"Liberty Mutual",2010,decatur,"2009 Toyota Sienna LE 7 passenger van great vehicle! Please no smoking.",30034,"LE 7-Passenger",4.0,Gas,none,sienna,ga,50,1540,toyota,20,7,"['$50']",minivans,none,4,250,"Up to 25 miles","['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/minivans/ga/decatur/toyota-sienna/533985",0
"Liberty Mutual",2014,inglewood,"BMW Convertible 

UNLIMITED MILEAGE 

SHORT TERM - LONG TERM - LAST MINUTES ARE WELCOME 

WE CAN PICK YOU UP AND DROP YOU OFF AT LAX AIRPORT 
 
PLEASE CONTACT US IF YOU HAVE ANY QUESTIONS

NON-SMOKING/NO PETS

NOTE: Change of address after car was booked will be declined. Delivery service must be chosen before trip is booked and must be approved by owner. Not all areas and dates are available for delivery services.",90301,none,5.0,"Gas (Premium)",none,"1 series",ca,100,1560,bmw,24,4,[],cars,none,2,93,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/bmw-1-series/441024",0
"Liberty Mutual",2013,diamond-bar,"Find the perfect vehicle for your next adventure. Click to get $25 off your first trip.
https://turo.com/referral?code=1246806rbsH10

Prius Two includes 15-inch alloy wheels, heated power mirrors, a rear window wiper, keyless ignition/entry, cruise control, automatic climate control, a tilt-and-telescoping steering wheel, a height-adjustable driver seat, a 60/40-split-folding rear seat, an advanced trip computer, Bluetooth phone and audio connectivity, a touchscreen electronics interface and a six-speaker sound system with a CD player, an auxiliary audio jack and an iPod/USB audio interface. The 2012 Prius will return a very impressive 51 mpg city/48 highway and 50 mpg combined.",91765,Two,5.0,none,"['No Smoking or any type of marijuana smell is allowed in the car. If there is any lingering smell, we will report to Turo and charge in excess $250 for detail and cleaning services.Although car is pet friendly, please clean up and pet hair or remnants.']",prius,ca,none,1580,toyota,50,5,"['$30', '$50', '$50']",cars,750,4,145,none,"['Los Angeles International Airport', 'John Wayne Airport', 'LA/Ontario International Airport']","https://turo.com/rentals/cars/ca/diamond-bar/toyota-prius/402239",1
"Liberty Mutual",2018,inglewood,"WELL-ESTABLISHED Turo  Host responsive, reliable no worries no hassle, you'll be in good hands. We've been on turo since May 2015, and have had 5 star reviews since the beginning! We care about your experience with each and every rental, and take care to make sure that each of our cars drive well. Our cars are cleaner than most on Turo and are usually priced lowest. Car-sharing is the future, and we want to be your go-to place when you need a car in LA.  We will make your experience super easy, convenient, fun, and seamless! Curbside delivery at LAX  When booking an airport delivery,

If you are looking for a difference price range, please click on my name Gagik A for a list of all my cars with the same great service

Our vehicles are available on-demand! We will be able to accommodate your rental 24/7 , 7 days a week. Need it sooner than 1 hour? No problem! We usually allow renters to pick up up to 30 minutes before (please request through messenger) and return 15 minutes after as a courtesy (as long as the vehicle is in same or better condition on return). The car has Fastrak which allows you to drive right through the toll without having to pay. Tolls will be billed to your account after your trip. * Portable Navigation Upon Request please check our reviews and take a look at our other conveniently located vehicles in the LAX Los Angeles Airport Area! 

Damage/Accident: Please notify us of any damage or accidents that happen during your rental. We appreciate your honestly and will work with you to solve the problem
 
Tip to stay safer

DO NOT leave your belongings in the car without attention at any public parking during your trip. Especially in Downtown LA . Things could lead to WINDOW-BUST include but not limited to: Bag/Purse, Sunglasses, GPS, Cash/Coins, Phone, etc. For accident, collision and other: If there's human body injuries, call 911. 

LA  Parking Tips

1. Do not park anywhere where the vehicle will be ticketed
2. Do not park where there will be street cleaning during street cleaning
3. Do not park at 2 hour parking for longer than 2 hours
4. Do not park in permit areas because we do not have a permit
5. When parking on a hill, turn your wheels so that you do not get a ticket (if you are confused, please see cars near you for correct orientation).
6. Do not park in front of someone's driveway
7. Do not park in front of a fire hydrant
8. Do not park anywhere where the sidewalk is marked red.
9. Do not park at an expired meter when it is flashing red

Sign up on Pavemint the parking app first time users get $125 in free credits use promo code parksmarter25  please copy and paste the link .https://app.pavemint.com/login

And if you are a first time Turo renter, please copy and paste the link below to get $25 off your first trip.
Make sure you are a first time user, duplicate accounts with Turo will get you banned  It show up up as a invitation from me, click on green box to sign up. https://turo.com/c/gagika
 

You can rely on me for a smooth reliable turo rental experience.",90301,none,5.0,Gas,"[""As per Turo's rules, the car must be returned in the same condition it was received (interior and exterior). I can bill you to have the car cleaned after drop off.Any late return will lead to a late return fee according to Turo regulationsPlease do not use my vehicle for any professional photographing/video YouTube opportunities or endeavors or any other commercial use work without consulting with me first. Please read Turos terms and conditions for more info.""]",atlas,ca,120,1600,volkswagen,24,7,"['$120']",suvs,none,4,315,"Up to 5 miles","['Los Angeles International Airport']","https://turo.com/rentals/suvs/ca/inglewood/volkswagen-atlas/384513",1
"Liberty Mutual",2017,atlanta,"Why Pay More to drive a New Model Turbo German Sports Sedan!?! Drive Atlanta in STYLE!
2017 Volkswagen Jetta 1.4L T Si with Communications Package, 6-speed automatic transmission with sports mode. Brand New &amp; Ready to Rent TODAY-Any Rental Length:)
PLUS HAS 
Color Touchscreen for radio, phone, etc!  8-way adjustable bucket seats, Cruise control, Pwr windows -inc: driver 1-touch down, pinch protection, Heated Fold-able Side Mirrors, (2) 12V pwr outlets -inc: (1) in front, (1) in trunk, 60/40 split-folding rear bench seat, Halogen headlamps, Premium AM/FM stereo w/ disc in-dash WITH BLUETOOTH AND USB!!!

AND A REVERSE CAMERA!!!

Infant Car Seat can be provided on request!

AND 16"" ""ALL SEASON"" Tires &amp; Alloy RIMS!!

Car 14 III

And here is my Discount Code for $25 OFF your first ride!
https://turo.com/referral?code=1155720r4Q5w7

WE ALSO SELL CARS WWW.AUTOXPERTSINC.COM OR CALL 469-288-3093 AND MENTION TURO FOR $500 OFF YOUR VEHICLE PURCHASE!",30324,"1.4T S",5.0,"Gas (Premium)","['Smoking is not allowed on any Turo Trip-If you smoke, be prepared to pay the maximum cleaning fee provided by Turo to get the smoke smell out:). Please be kind to the next traveler...return the car clean and tidy, this will be very appreciated by the next renter and our reviews! Any negative reviews you see about cleaning are because the previous renter did not return the car clean...we do not always have time between bookings to re-clean dirty Turo car returns:(. Please help the next traveler to have a great Turo experience:)...exterior washes at just $7 at the Mr. Car Wash on Piedmont and a basic exterior/interior wash is just $14.95']",jetta,ga,35,1620,volkswagen,33,5,"['$35']",cars,none,4,429,"Up to 15 miles","['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/atlanta/volkswagen-jetta/254842",0
"Liberty Mutual",2006,frisco,"Well maintained fully loaded Honda Odyssey Touring.
it has Brand new Breaks and Tires.",75034,Touring,4.5,Gas,"['No Smoking']",odyssey,tx,none,1640,honda,24,8,"['$50', '$60']",minivans,none,4,133,none,"['Dallas/Fort Worth International Airport', 'Dallas Love Field']","https://turo.com/rentals/minivans/tx/frisco/honda-odyssey/505808",0
"Liberty Mutual",2015,mckinney,"Want to drive around in premium style? Come take this awesome 2014 Grand Cherokee out for a drive. It has all the features you could think of and it’s a great drive. This is vehicle is perfect for any business trip or a weekend out with guests. This Jeep fits 5 comfortably so road trips with family and friends is a breeze. Take a look below at all of the premium features this SUV has to offer.

• Panoramic Sunroof
• Heated and Cooled Front Seats
• Heated Steering Wheel
• Navigation
• Remote Start
• Keyless Entry
• Rearview Camera
• Parking Sensors
• Bluetooth Connectivity
• 4x4
• Power Liftgate
• Memory Seats
• 8-Way power driver and passenger seat
• Leather Seats
• Adjustable Suspension
• Heated Rear Seats

Save $25 off your first trip using the link
https://turo.com/c/cedricf77",75070,Limited,0.0,"Gas (Regular)","['I will provide both an iPhone and Android charging cable for your pleasure while renting the vehicle.This vehicle comes with a toll tag for use. I will include any toll charges accrued to your rental once your trip is complete.Please return the car in the same condition it was provided to you in.The interior is to be free of large debris. *No Pets**No Smoking* Additional fees will be added if there is evidence of either.']","grand cherokee",tx,70,1660,jeep,20,5,"['$60', '$60']",suvs,750,4,302,"Up to 10 miles","['Dallas/Fort Worth International Airport', 'Dallas Love Field']","https://turo.com/rentals/suvs/tx/mckinney/jeep-grand-cherokee/568218",0
"Liberty Mutual",2017,atlanta,none,30305,none,5.0,Gas,none,corvette,ga,55,1680,chevrolet,23,2,none,cars,none,2,129,"Up to 5 miles",none,"https://turo.com/rentals/cars/ga/atlanta/chevrolet-corvette/422014",0
"Liberty Mutual",2007,los-angeles,"Aux cable &amp; Cigarette lighter-USB-charging - adapter provided.

2009 BMW 328i Sedan 


White on black

AUX

USB

Dual Climate Control

Leather interior

Moon Roof",91602,none,4.5,"Gas (Premium)","['No Smoking, Pet Friendly.']","3 series",ca,none,1700,bmw,23,5,"['$120', '$120', '$25', '$65']",cars,none,4,89,none,"['Los Angeles International Airport', 'John Wayne Airport', 'LA/Ontario International Airport', 'Bob Hope Airport', 'Van Nuys Airport']","https://turo.com/rentals/cars/ca/los-angeles/bmw-3-series/513493",0
"Liberty Mutual",2017,inglewood,"UNLIMITED MILEAGE 

SHORT TERM - LONG TERM - LAST MINUTES ARE WELCOME 

WE CAN PICK YOU UP AND DROP YOU OFF AT LAX AIRPORT

PLEASE CONTACT US IF YOU HAVE ANY QUESTIONS

NON-SMOKING/NO PETS",90301,none,4.5,"Gas (Regular)",none,mustang,ca,100,1720,ford,22,4,[],cars,none,2,93,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/ford-mustang/481888",0
"Liberty Mutual",2012,atlanta,"Why Pay More to drive a New Model Turbo German Sports Sedan!?! Drive Atlanta in STYLE!
2017 Volkswagen Jetta 1.4L T Si with Communications Package, 6-speed automatic transmission with sports mode. Brand New &amp; Ready to Rent TODAY-Any Rental Length:)
PLUS HAS 
Color Touchscreen for radio, phone, etc!  8-way adjustable bucket seats, Cruise control, Pwr windows -inc: driver 1-touch down, pinch protection, Heated Fold-able Side Mirrors, (2) 12V pwr outlets -inc: (1) in front, (1) in trunk, 60/40 split-folding rear bench seat, Halogen headlamps, Premium AM/FM stereo w/ disc in-dash WITH BLUETOOTH AND USB!!!

AND A REVERSE CAMERA!!!

Infant Car Seat can be provided on request!

AND 16"" ""ALL SEASON"" Tires &amp; Alloy RIMS!!

Car 13 II

And here is my Discount Code for $25 OFF your first ride!
https://turo.com/referral?code=1155720r4Q5w7


WE ALSO SELL CARS WWW.AUTOXPERTSINC.COM OR CALL 469-288-3093 AND MENTION TURO FOR $500 OFF YOUR VEHICLE PURCHASE!",30324,"1.4T S",5.0,"Gas (Premium)","['Smoking is not allowed on any Turo Trip-If you smoke, be prepared to pay the maximum cleaning fee provided by Turo to get the smoke smell out:). Please be kind to the next traveler...return the car clean and tidy, this will be very appreciated by the next renter and our reviews! Any negative reviews you see about cleaning are because the previous renter did not return the car clean...we do not always have time between bookings to re-clean dirty Turo car returns:(. Please help the next traveler to have a great Turo experience:)...exterior washes at just $7 at the Mr. Car Wash on Piedmont and a basic exterior/interior wash is just $14.95']",jetta,ga,35,1740,volkswagen,33,5,"['$35']",cars,none,4,429,"Up to 15 miles","['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/atlanta/volkswagen-jetta/254835",0
"Liberty Mutual",2013,los-angeles,"Aux cable &amp; Cigarette lighter-USB-charging - adapter provided.

2 Dr
Automatic
Navigation
Bluetooth
AUX
leather interior",91602,none,5.0,Gas,"['No Smoking, Pet Friendly.']",cooper,ca,none,1760,mini,33,4,"['$120', '$120', '$25', '$60']",cars,none,2,89,none,"['Los Angeles International Airport', 'John Wayne Airport', 'LA/Ontario International Airport', 'Bob Hope Airport', 'Van Nuys Airport']","https://turo.com/rentals/cars/ca/los-angeles/mini-cooper/504364",0
"Liberty Mutual",2007,lithonia,"Silver 4door Midsize SUV",30058,none,4.5,Gas,none,traverse,ga,50,1780,chevrolet,20,8,"['$30']",suvs,none,4,384,"Up to 15 miles","['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/suvs/ga/lithonia/chevrolet-traverse/405924",0
"Liberty Mutual",2017,arlington,"Great car with great gas mileage",76011,SE,5.0,Gas,none,elantra,tx,none,1800,hyundai,34,none,"['$45']",cars,none,4,115,none,"['Dallas/Fort Worth International Airport']","https://turo.com/rentals/cars/tx/arlington/hyundai-elantra/552149",1
"Liberty Mutual",2017,marina-del-rey,"??THIS CAR IS LOCATED 4 MILES FROM LAX?? 

For $25 off ?? https://turo.com/c/andrass?? only first time users

?????Minutes from Venice Beach or Santa Monica. Parked securely in Mariott’s parking lot in Marina Del Rey?????

? 24/7 accessibility ? 

??Short term reservations are welcome ??

??There is always Bird or Lime (electric scooters) available within a few hundred feet from the parking lot ??

?? There is also FREE SHUTTLE from the lot.
For schedule, hours of operation and map please visit their website:??

 http://www.visitmarinadelrey.com/wp-content/uploads/2018/04/2018-BEACH-SHUTTLE-BROCHURE.pdf

?? Delivery available on short term notice ??  

Currently have around 35+ cars at that location: Jeep Wrangler, Mercedes SL550, Porsche Boxster (red and white) and many small compact cars and SUVs


Turo is my full time job over 2200 trips completed!


??no smoking allowed in the car in case you smoke a $250 fee applies

? car is in excellent condition please bring it back the same way so others can enjoy it as well",90292,none,4.5,Gas,none,versa,ca,0,1820,nissan,30,5,[],cars,none,4,453,"Up to 5 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/marina-del-rey/nissan-versa/326144",0
"Liberty Mutual",2008,gardena,"??THIS CAR IS LOCATED 8 MILES FROM LAX?? 

We are conveniently located 8 miles east from LAX, 17 miles from Long Beach Airport, 13 miles from Downtown LA, 20 miles from Hollywood Blvd and 18 miles from Santa Monica Pier. 

If you would like to pick up your rental by yourself, you can take Uber at your point of arrival and get to our location (as an example: to get from LAX to our location by LYFT will cost you, approximately, $15). We will be glad to help you to explain all options the vehicle of your chose has, and address all questions you might have in regards of your rental. 

ALL OUR CARS CAN BE RENTED FOR ONE DAY, IF YOU PICK YOUR RIDE UP AND DROP IT OFF AT OUR FACILITY.
PLEASE CONTACT US IN ORDER TO ARRANGE YOUR ONE DAY RENTAL. 

2015 Audi Q7 TDI DIESEL model with :

- 7 Passengers Leather Seats 
- Push Start - Keyless Entry , 
- Back-Up Camera 
- Blind-Spot Monitor ...
- Bluetooth
- Baby Seat ??
- No Smoking / Any Kind of Drug or Pet Please!!!
- Unpaid parking tickets and/or toll violations will be a $25 fee.
- Car is Washed and Full Gas please return as same when Pick Up

Cleanliness
- Must return the car in the same condition it was rented out.
You will receive washed and vacuumed vehicle at the beginning of the trip, with a full tank of gas, please return it the way it was or better. No food or any beverages inside of the vehicle (except water), any stains will result deep cleaning fee. If you don't have time to refill or wash it, there will be an additional charge for car wash/missing gas.

Any Question - Please call 818-216-4632

????????NO SMOKING! ????????
We will charge up to $250 to get the smell out the car.

Great mileage and very fast to drive.
Very nice condition.

WHY RENT FROM US?
? We're open 24/7. Land at 1am, fly out at 4am? We got you covered!
? Full tank of gas at start. No more annoying empty gas tank!
? Washed and clean cars. We want you to enjoy! We wash our cars after each rental.
? Got kids? We have infant, baby and booster seats for rent!
? We guarantee customer satisfaction EVERY single rental!
? All cars are INSTANT BOOKING! Time is precious, we won't waste your time!",90249,"TDI Premium Plus quattro",5.0,none,"['By booking our vehicle, you are agreeing that you have read and accepted all Terms and Conditions below. •The vehicle must be returned in the same condition that it was received. If you can’t find a car wash/gas station, both are conveniently located 5 minutes away from our location, you have to pay $30 - post trip cleaning fees(please read bellow). •In the event that the vehicle has been returned without a full tank of gas, you are responsible for the actual gas bill + a $10 gas pumping service fee. •In the event that the vehicle is returned unwashed and not vacuumed, you are responsible for additional charges of $30 for a car wash fee or you can add $30 for post trip cleaning to your booking. •Smoking cigarettes and marijuana is STRICTLY PROHIBITED inside the vehicle. Any violation of the smoking policy will be subject to a $250 fee. • $10 service fee added to any parking violations issued by city and not paid directly by you. • $10 service fee added to a total amount of toll roads charged to our account for the duration of your rental   period and not paid directly by you. •The vehicle must be returned on time (as indicated on your booking reservation) as the next client is scheduled immediately after your drop off. (Please plan on approximately 30 minutes to take care of vehicle maintenance duties as stated above, prior to returning our vehicle.) We hope you enjoy our car as we work very hard to make your trip as convenient, pleasant and hassle free as possible and we look forward to see you renting our vehicles again.']",q7,ca,120,1840,audi,24,7,"['$50', '$120']",suvs,none,5,467,"Up to 15 miles","['Los Angeles International Airport', 'Van Nuys Airport']","https://turo.com/rentals/suvs/ca/gardena/audi-q7/472834",1
"Liberty Mutual",2017,garland,"Fast! Fun! Ruby red. Loaded everything you want to take a date out! * no smoking or pets! All dealer serviced. Cleannn! Long term rentals welcome!

https://turo.com/c/jonathans12",75044,"GT Premium",5.0,"Gas (Regular)","['No smoking!']",mustang,tx,0,1860,ford,20,4,[],cars,none,2,516,"Up to 20 miles","['Dallas Love Field', 'Dallas/Fort Worth International Airport', 'Tyler Pounds Regional Airport', 'Waco Regional Airport']","https://turo.com/rentals/cars/tx/garland/ford-mustang/224892",0
"Liberty Mutual",2016,santa-monica,"Special edition of the Corvette family. The Grand Sport is a limited edition; This car has more features than any other Grand Sport, Adding to the uniqueness of the vehicle. It has a 5.1 liter v8 engine and is unbelievably fast. It has a wider body that distinguishes itself from other Corvettes.

GRAND SPORT PERF PKG
*Grand Sport Performance Suspension
*Magnetic Ride Control
*Wheels Grand Sport 19"" front 20"" sport
*Rear Differential Cooler
*Exhaust Multi Mode Performance

MECHANICAL
*Engine 6.2L V8
*Power Steering
*Driver Mode Selector

SAFETY AND SECURITY
*Active Handling Stability and Traction Control
*Airbags, Front and Side
*Rear Vision Camera
*Brakes Performance 4 Wheel Antilock

EXTERIOR
*Headlamp
*Daytime Running Lamps
*Removable Roof Panel
*Carbon Fiber Hood
*Rear Spoiler
*Front Splitter
*Side Rocker Extensions

INTERIOR
*Seats GT Bucket Leather Seats
* Way Power Seat Adjustor
*Driver Info Center

CONNECTIVITY FEATURES
*Premium Bose Audio System
*8"" Color Touch Screen
*Bluetooth Streaming
*Apple Carplay
*Android Auto Capability
*Memory Package
*Power Lumbar Seat Adjustors
*Heated and Ventilated Seats
*Luggage ShadeCurb View Cameras

Absolutely Amazing Drive


Other cars available
BMW:328i, 428i convertible, 528i, 740i
Mustang 2016 convertible
Fiat 500c convertible
Porsche Boxster  2014 and Cayenne 2016
Maserati Ghibli 2016
Merceded 300C",90403,none,4.5,"Gas (Premium)","[""Airport Arrivals   * Send me your airline and flight number, * Let me know if you have checked baggage, * text me when you land and  * when you board the shuttle.For locals renting at this location text me your address to facilitate your pickup. **When I deliver your car, and you don't respond to texts, calls, and Turo intervention, I will leave after 45 minutes and will not refund your rental.""]",corvette,ca,0,1880,chevrolet,20,2,"['$80', '$80', '$80', '$120']",cars,500,2,458,"Up to 10 miles","['Los Angeles International Airport', 'Van Nuys Airport', 'Bob Hope Airport', 'Long Beach Airport', 'John Wayne Airport']","https://turo.com/rentals/cars/ca/santa-monica/chevrolet-corvette/246125",0
